carnet,nombre,carrera,departamento,promedio
EST055350,Estudiante 55350,Contaduría,Santa Ana,5.43
EST055351,Estudiante 55351,Administración,San Miguel,6.52
EST055352,Estudiante 55352,Ingeniería Industrial,La Libertad,8.37
EST055353,Estudiante 55353,Ingeniería Industrial,San Salvador,9.73
EST055354,Estudiante 55354,Ingeniería en Sistemas,La Libertad,8.56
EST055355,Estudiante 55355,Ingeniería en Sistemas,San Salvador,5.88
EST055356,Estudiante 55356,Ingeniería en Sistemas,Santa Ana,9.0
EST055357,Estudiante 55357,Contaduría,Sonsonate,6.87
EST055358,Estudiante 55358,Arquitectura,La Libertad,8.44
EST055359,Estudiante 55359,Arquitectura,Santa Ana,8.65
EST055360,Estudiante 55360,Arquitectura,La Libertad,9.21
EST055361,Estudiante 55361,Arquitectura,San Salvador,7.99
EST055362,Estudiante 55362,Contaduría,San Salvador,8.29
EST055363,Estudiante 55363,Arquitectura,Sonsonate,7.75
EST055364,Estudiante 55364,Administración,San Salvador,6.46
EST055365,Estudiante 55365,Contaduría,Santa Ana,7.22
EST055366,Estudiante 55366,Contaduría,Sonsonate,5.76
EST055367,Estudiante 55367,Ingeniería en Sistemas,San Miguel,5.68
EST055368,Estudiante 55368,Ingeniería en Sistemas,Sonsonate,5.54
EST055369,Estudiante 55369,Arquitectura,Sonsonate,6.94
EST055370,Estudiante 55370,Arquitectura,San Miguel,9.54
EST055371,Estudiante 55371,Ingeniería en Sistemas,Santa Ana,8.69
EST055372,Estudiante 55372,Contaduría,La Libertad,8.35
EST055373,Estudiante 55373,Arquitectura,Sonsonate,7.32
EST055374,Estudiante 55374,Administración,San Miguel,7.44
EST055375,Estudiante 55375,Ingeniería en Sistemas,San Miguel,7.42
EST055376,Estudiante 55376,Contaduría,San Miguel,7.63
EST055377,Estudiante 55377,Administración,San Miguel,7.15
EST055378,Estudiante 55378,Ingeniería en Sistemas,Santa Ana,6.68
EST055379,Estudiante 55379,Ingeniería Industrial,La Libertad,7.64
EST055380,Estudiante 55380,Arquitectura,San Miguel,6.54
EST055381,Estudiante 55381,Arquitectura,Sonsonate,5.46
EST055382,Estudiante 55382,Ingeniería Industrial,Sonsonate,9.49
EST055383,Estudiante 55383,Ingeniería Industrial,Santa Ana,8.27
EST055384,Estudiante 55384,Arquitectura,Santa Ana,7.44
EST055385,Estudiante 55385,Contaduría,Santa Ana,7.93
EST055386,Estudiante 55386,Arquitectura,La Libertad,7.32
EST055387,Estudiante 55387,Administración,San Salvador,6.47
EST055388,Estudiante 55388,Administración,Sonsonate,9.36
EST055389,Estudiante 55389,Ingeniería Industrial,San Miguel,5.12
EST055390,Estudiante 55390,Administración,San Miguel,5.16
EST055391,Estudiante 55391,Ingeniería Industrial,San Miguel,5.87
EST055392,Estudiante 55392,Arquitectura,San Miguel,7.44
EST055393,Estudiante 55393,Contaduría,Sonsonate,7.84
EST055394,Estudiante 55394,Ingeniería en Sistemas,La Libertad,6.51
EST055395,Estudiante 55395,Ingeniería Industrial,Sonsonate,7.68
EST055396,Estudiante 55396,Arquitectura,San Miguel,7.91
EST055397,Estudiante 55397,Ingeniería Industrial,San Salvador,5.8
EST055398,Estudiante 55398,Ingeniería Industrial,San Miguel,5.71
EST055399,Estudiante 55399,Ingeniería en Sistemas,San Salvador,9.86
EST055400,Estudiante 55400,Ingeniería Industrial,La Libertad,7.68
EST055401,Estudiante 55401,Ingeniería Industrial,San Miguel,8.83
EST055402,Estudiante 55402,Arquitectura,San Salvador,8.9
EST055403,Estudiante 55403,Ingeniería Industrial,Sonsonate,6.78
EST055404,Estudiante 55404,Administración,Sonsonate,7.34
EST055405,Estudiante 55405,Ingeniería en Sistemas,Sonsonate,5.79
EST055406,Estudiante 55406,Ingeniería Industrial,San Miguel,9.87
EST055407,Estudiante 55407,Ingeniería Industrial,Sonsonate,7.16
EST055408,Estudiante 55408,Ingeniería en Sistemas,La Libertad,5.25
EST055409,Estudiante 55409,Administración,Sonsonate,6.85
EST055410,Estudiante 55410,Administración,Santa Ana,6.03
EST055411,Estudiante 55411,Arquitectura,Santa Ana,7.61
EST055412,Estudiante 55412,Contaduría,La Libertad,7.73
EST055413,Estudiante 55413,Ingeniería Industrial,San Miguel,8.08
EST055414,Estudiante 55414,Administración,Santa Ana,8.65
EST055415,Estudiante 55415,Ingeniería Industrial,Santa Ana,5.01
EST055416,Estudiante 55416,Ingeniería Industrial,Santa Ana,8.09
EST055417,Estudiante 55417,Ingeniería en Sistemas,La Libertad,9.71
EST055418,Estudiante 55418,Administración,San Salvador,8.74
EST055419,Estudiante 55419,Contaduría,Santa Ana,6.36
EST055420,Estudiante 55420,Administración,La Libertad,8.6
EST055421,Estudiante 55421,Ingeniería Industrial,La Libertad,8.05
EST055422,Estudiante 55422,Administración,Sonsonate,8.96
EST055423,Estudiante 55423,Ingeniería Industrial,Sonsonate,7.02
EST055424,Estudiante 55424,Contaduría,San Salvador,5.96
EST055425,Estudiante 55425,Ingeniería Industrial,La Libertad,5.23
EST055426,Estudiante 55426,Arquitectura,San Miguel,6.63
EST055427,Estudiante 55427,Ingeniería Industrial,Sonsonate,5.27
EST055428,Estudiante 55428,Ingeniería Industrial,San Salvador,6.31
EST055429,Estudiante 55429,Contaduría,La Libertad,6.56
EST055430,Estudiante 55430,Arquitectura,Santa Ana,5.1
EST055431,Estudiante 55431,Ingeniería Industrial,San Salvador,5.17
EST055432,Estudiante 55432,Ingeniería en Sistemas,Sonsonate,9.2
EST055433,Estudiante 55433,Contaduría,San Salvador,6.2
EST055434,Estudiante 55434,Ingeniería Industrial,La Libertad,8.46
EST055435,Estudiante 55435,Ingeniería en Sistemas,San Salvador,8.8
EST055436,Estudiante 55436,Ingeniería Industrial,Santa Ana,9.91
EST055437,Estudiante 55437,Administración,San Salvador,5.64
EST055438,Estudiante 55438,Contaduría,San Miguel,7.83
EST055439,Estudiante 55439,Arquitectura,San Miguel,5.22
EST055440,Estudiante 55440,Ingeniería en Sistemas,La Libertad,9.85
EST055441,Estudiante 55441,Administración,San Miguel,9.15
EST055442,Estudiante 55442,Ingeniería en Sistemas,San Miguel,8.64
EST055443,Estudiante 55443,Contaduría,San Salvador,7.42
EST055444,Estudiante 55444,Administración,San Salvador,5.84
EST055445,Estudiante 55445,Administración,Sonsonate,9.2
EST055446,Estudiante 55446,Ingeniería en Sistemas,San Miguel,9.57
EST055447,Estudiante 55447,Administración,San Salvador,6.24
EST055448,Estudiante 55448,Ingeniería en Sistemas,Sonsonate,5.8
EST055449,Estudiante 55449,Contaduría,San Salvador,8.52
EST055450,Estudiante 55450,Administración,San Miguel,7.14
EST055451,Estudiante 55451,Ingeniería en Sistemas,Sonsonate,6.76
EST055452,Estudiante 55452,Ingeniería Industrial,San Salvador,7.52
EST055453,Estudiante 55453,Administración,Sonsonate,9.44
EST055454,Estudiante 55454,Arquitectura,Sonsonate,8.25
EST055455,Estudiante 55455,Ingeniería Industrial,Santa Ana,8.89
EST055456,Estudiante 55456,Contaduría,Sonsonate,6.28
EST055457,Estudiante 55457,Ingeniería Industrial,San Salvador,7.77
EST055458,Estudiante 55458,Ingeniería en Sistemas,San Miguel,7.48
EST055459,Estudiante 55459,Contaduría,Sonsonate,5.69
EST055460,Estudiante 55460,Administración,Sonsonate,8.78
EST055461,Estudiante 55461,Arquitectura,Sonsonate,9.03
EST055462,Estudiante 55462,Ingeniería en Sistemas,Sonsonate,7.77
EST055463,Estudiante 55463,Administración,San Salvador,5.95
EST055464,Estudiante 55464,Administración,San Salvador,7.83
EST055465,Estudiante 55465,Ingeniería en Sistemas,Sonsonate,5.3
EST055466,Estudiante 55466,Arquitectura,La Libertad,8.69
EST055467,Estudiante 55467,Ingeniería en Sistemas,Sonsonate,7.1
EST055468,Estudiante 55468,Ingeniería Industrial,San Salvador,5.67
EST055469,Estudiante 55469,Arquitectura,La Libertad,9.6
EST055470,Estudiante 55470,Ingeniería Industrial,Sonsonate,6.73
EST055471,Estudiante 55471,Contaduría,San Salvador,6.41
EST055472,Estudiante 55472,Contaduría,Sonsonate,7.05
EST055473,Estudiante 55473,Ingeniería en Sistemas,San Miguel,6.53
EST055474,Estudiante 55474,Arquitectura,San Salvador,7.68
EST055475,Estudiante 55475,Administración,San Miguel,5.55
EST055476,Estudiante 55476,Contaduría,San Salvador,7.31
EST055477,Estudiante 55477,Ingeniería Industrial,La Libertad,6.09
EST055478,Estudiante 55478,Administración,Sonsonate,9.14
EST055479,Estudiante 55479,Ingeniería Industrial,San Salvador,8.05
EST055480,Estudiante 55480,Contaduría,Santa Ana,5.93
EST055481,Estudiante 55481,Ingeniería en Sistemas,San Miguel,6.55
EST055482,Estudiante 55482,Ingeniería en Sistemas,San Miguel,5.57
EST055483,Estudiante 55483,Ingeniería en Sistemas,San Miguel,5.61
EST055484,Estudiante 55484,Arquitectura,La Libertad,7.68
EST055485,Estudiante 55485,Ingeniería Industrial,Santa Ana,9.96
EST055486,Estudiante 55486,Contaduría,Sonsonate,7.13
EST055487,Estudiante 55487,Administración,San Salvador,5.21
EST055488,Estudiante 55488,Contaduría,San Salvador,8.27
EST055489,Estudiante 55489,Administración,Santa Ana,8.22
EST055490,Estudiante 55490,Ingeniería Industrial,La Libertad,8.32
EST055491,Estudiante 55491,Ingeniería en Sistemas,San Salvador,6.74
EST055492,Estudiante 55492,Ingeniería en Sistemas,La Libertad,5.16
EST055493,Estudiante 55493,Administración,San Miguel,8.12
EST055494,Estudiante 55494,Administración,Santa Ana,8.03
EST055495,Estudiante 55495,Contaduría,Santa Ana,5.41
EST055496,Estudiante 55496,Ingeniería Industrial,Sonsonate,5.01
EST055497,Estudiante 55497,Ingeniería Industrial,Santa Ana,6.67
EST055498,Estudiante 55498,Contaduría,San Salvador,6.28
EST055499,Estudiante 55499,Ingeniería en Sistemas,La Libertad,7.38
EST055500,Estudiante 55500,Administración,San Salvador,8.58
EST055501,Estudiante 55501,Ingeniería Industrial,Sonsonate,8.6
EST055502,Estudiante 55502,Administración,La Libertad,8.21
EST055503,Estudiante 55503,Administración,Santa Ana,5.53
EST055504,Estudiante 55504,Contaduría,La Libertad,7.59
EST055505,Estudiante 55505,Administración,La Libertad,9.57
EST055506,Estudiante 55506,Administración,San Salvador,7.34
EST055507,Estudiante 55507,Administración,San Salvador,9.21
EST055508,Estudiante 55508,Ingeniería Industrial,La Libertad,5.61
EST055509,Estudiante 55509,Administración,Santa Ana,5.4
EST055510,Estudiante 55510,Contaduría,Sonsonate,6.13
EST055511,Estudiante 55511,Contaduría,Santa Ana,5.07
EST055512,Estudiante 55512,Contaduría,San Miguel,8.56
EST055513,Estudiante 55513,Ingeniería en Sistemas,San Miguel,6.24
EST055514,Estudiante 55514,Arquitectura,San Miguel,8.21
EST055515,Estudiante 55515,Contaduría,Santa Ana,5.33
EST055516,Estudiante 55516,Ingeniería en Sistemas,Sonsonate,8.29
EST055517,Estudiante 55517,Administración,Sonsonate,5.22
EST055518,Estudiante 55518,Arquitectura,La Libertad,9.9
EST055519,Estudiante 55519,Arquitectura,Santa Ana,6.81
EST055520,Estudiante 55520,Ingeniería Industrial,La Libertad,7.73
EST055521,Estudiante 55521,Administración,La Libertad,8.26
EST055522,Estudiante 55522,Administración,Sonsonate,8.83
EST055523,Estudiante 55523,Ingeniería Industrial,San Miguel,7.83
EST055524,Estudiante 55524,Ingeniería Industrial,Sonsonate,5.8
EST055525,Estudiante 55525,Arquitectura,San Miguel,7.48
EST055526,Estudiante 55526,Ingeniería Industrial,Sonsonate,9.68
EST055527,Estudiante 55527,Administración,San Salvador,6.89
EST055528,Estudiante 55528,Ingeniería en Sistemas,La Libertad,6.64
EST055529,Estudiante 55529,Contaduría,San Miguel,9.2
EST055530,Estudiante 55530,Administración,Santa Ana,7.26
EST055531,Estudiante 55531,Contaduría,San Miguel,8.97
EST055532,Estudiante 55532,Administración,Santa Ana,7.84
EST055533,Estudiante 55533,Ingeniería en Sistemas,San Salvador,8.38
EST055534,Estudiante 55534,Contaduría,Sonsonate,8.17
EST055535,Estudiante 55535,Administración,San Miguel,8.78
EST055536,Estudiante 55536,Contaduría,Santa Ana,9.77
EST055537,Estudiante 55537,Contaduría,San Salvador,6.67
EST055538,Estudiante 55538,Administración,La Libertad,6.37
EST055539,Estudiante 55539,Ingeniería en Sistemas,Santa Ana,8.63
EST055540,Estudiante 55540,Ingeniería Industrial,San Miguel,6.76
EST055541,Estudiante 55541,Ingeniería Industrial,Santa Ana,9.35
EST055542,Estudiante 55542,Arquitectura,San Salvador,5.26
EST055543,Estudiante 55543,Administración,San Salvador,8.91
EST055544,Estudiante 55544,Ingeniería Industrial,San Miguel,8.29
EST055545,Estudiante 55545,Contaduría,San Miguel,9.99
EST055546,Estudiante 55546,Ingeniería Industrial,Sonsonate,8.18
EST055547,Estudiante 55547,Contaduría,La Libertad,9.71
EST055548,Estudiante 55548,Arquitectura,Santa Ana,9.1
EST055549,Estudiante 55549,Contaduría,San Salvador,5.42
EST055550,Estudiante 55550,Ingeniería en Sistemas,Santa Ana,8.94
EST055551,Estudiante 55551,Administración,San Salvador,9.87
EST055552,Estudiante 55552,Ingeniería en Sistemas,Santa Ana,5.96
EST055553,Estudiante 55553,Arquitectura,San Miguel,6.0
EST055554,Estudiante 55554,Administración,Sonsonate,9.85
EST055555,Estudiante 55555,Administración,San Salvador,6.98
EST055556,Estudiante 55556,Contaduría,San Miguel,6.89
EST055557,Estudiante 55557,Ingeniería Industrial,La Libertad,7.96
EST055558,Estudiante 55558,Contaduría,Sonsonate,7.35
EST055559,Estudiante 55559,Contaduría,Sonsonate,6.44
EST055560,Estudiante 55560,Arquitectura,Santa Ana,6.15
EST055561,Estudiante 55561,Ingeniería Industrial,San Miguel,5.0
EST055562,Estudiante 55562,Contaduría,Sonsonate,7.98
EST055563,Estudiante 55563,Ingeniería en Sistemas,Sonsonate,6.95
EST055564,Estudiante 55564,Administración,San Miguel,6.93
EST055565,Estudiante 55565,Contaduría,San Salvador,7.46
EST055566,Estudiante 55566,Ingeniería en Sistemas,Sonsonate,5.39
EST055567,Estudiante 55567,Ingeniería en Sistemas,Santa Ana,7.02
EST055568,Estudiante 55568,Ingeniería en Sistemas,Sonsonate,5.24
EST055569,Estudiante 55569,Administración,Santa Ana,7.59
EST055570,Estudiante 55570,Ingeniería en Sistemas,Santa Ana,8.79
EST055571,Estudiante 55571,Arquitectura,San Salvador,6.14
EST055572,Estudiante 55572,Contaduría,Santa Ana,5.35
EST055573,Estudiante 55573,Ingeniería en Sistemas,San Miguel,7.16
EST055574,Estudiante 55574,Arquitectura,San Salvador,7.17
EST055575,Estudiante 55575,Contaduría,San Salvador,5.37
EST055576,Estudiante 55576,Contaduría,San Miguel,8.94
EST055577,Estudiante 55577,Ingeniería Industrial,San Salvador,6.47
EST055578,Estudiante 55578,Administración,La Libertad,5.54
EST055579,Estudiante 55579,Contaduría,Sonsonate,7.56
EST055580,Estudiante 55580,Administración,San Salvador,8.06
EST055581,Estudiante 55581,Ingeniería Industrial,San Salvador,7.2
EST055582,Estudiante 55582,Contaduría,La Libertad,5.91
EST055583,Estudiante 55583,Administración,Sonsonate,6.73
EST055584,Estudiante 55584,Ingeniería en Sistemas,San Miguel,7.93
EST055585,Estudiante 55585,Ingeniería Industrial,San Miguel,9.67
EST055586,Estudiante 55586,Contaduría,San Miguel,5.23
EST055587,Estudiante 55587,Arquitectura,Sonsonate,6.12
EST055588,Estudiante 55588,Arquitectura,La Libertad,7.82
EST055589,Estudiante 55589,Arquitectura,San Salvador,6.14
EST055590,Estudiante 55590,Ingeniería en Sistemas,San Salvador,5.5
EST055591,Estudiante 55591,Arquitectura,Santa Ana,7.17
EST055592,Estudiante 55592,Contaduría,Sonsonate,7.69
EST055593,Estudiante 55593,Contaduría,San Miguel,6.73
EST055594,Estudiante 55594,Arquitectura,San Salvador,5.3
EST055595,Estudiante 55595,Contaduría,San Salvador,8.24
EST055596,Estudiante 55596,Arquitectura,San Miguel,9.49
EST055597,Estudiante 55597,Ingeniería Industrial,San Miguel,9.81
EST055598,Estudiante 55598,Ingeniería Industrial,San Salvador,7.57
EST055599,Estudiante 55599,Contaduría,San Miguel,8.21
EST055600,Estudiante 55600,Arquitectura,Santa Ana,5.3
EST055601,Estudiante 55601,Arquitectura,Santa Ana,9.02
EST055602,Estudiante 55602,Administración,Sonsonate,7.83
EST055603,Estudiante 55603,Ingeniería Industrial,San Salvador,7.8
EST055604,Estudiante 55604,Ingeniería en Sistemas,Santa Ana,5.56
EST055605,Estudiante 55605,Administración,La Libertad,7.15
EST055606,Estudiante 55606,Contaduría,Santa Ana,7.63
EST055607,Estudiante 55607,Administración,Santa Ana,7.56
EST055608,Estudiante 55608,Ingeniería Industrial,San Salvador,5.04
EST055609,Estudiante 55609,Arquitectura,San Salvador,8.54
EST055610,Estudiante 55610,Administración,San Salvador,7.81
EST055611,Estudiante 55611,Ingeniería Industrial,San Salvador,6.69
EST055612,Estudiante 55612,Contaduría,La Libertad,6.4
EST055613,Estudiante 55613,Ingeniería Industrial,Sonsonate,6.96
EST055614,Estudiante 55614,Arquitectura,San Salvador,6.62
EST055615,Estudiante 55615,Ingeniería en Sistemas,Santa Ana,9.86
EST055616,Estudiante 55616,Ingeniería en Sistemas,San Salvador,9.69
EST055617,Estudiante 55617,Administración,Santa Ana,6.0
EST055618,Estudiante 55618,Administración,San Miguel,7.48
EST055619,Estudiante 55619,Administración,Sonsonate,6.5
EST055620,Estudiante 55620,Administración,San Miguel,7.42
EST055621,Estudiante 55621,Contaduría,San Miguel,6.59
EST055622,Estudiante 55622,Arquitectura,La Libertad,8.42
EST055623,Estudiante 55623,Ingeniería en Sistemas,Sonsonate,8.92
EST055624,Estudiante 55624,Ingeniería en Sistemas,Sonsonate,8.33
EST055625,Estudiante 55625,Ingeniería en Sistemas,Sonsonate,9.37
EST055626,Estudiante 55626,Ingeniería en Sistemas,San Miguel,9.68
EST055627,Estudiante 55627,Contaduría,San Salvador,7.36
EST055628,Estudiante 55628,Ingeniería en Sistemas,La Libertad,8.28
EST055629,Estudiante 55629,Ingeniería en Sistemas,La Libertad,9.45
EST055630,Estudiante 55630,Ingeniería en Sistemas,Sonsonate,7.0
EST055631,Estudiante 55631,Contaduría,La Libertad,6.9
EST055632,Estudiante 55632,Contaduría,San Miguel,7.62
EST055633,Estudiante 55633,Ingeniería Industrial,Sonsonate,8.51
EST055634,Estudiante 55634,Ingeniería en Sistemas,San Salvador,6.87
EST055635,Estudiante 55635,Ingeniería en Sistemas,Santa Ana,5.31
EST055636,Estudiante 55636,Arquitectura,Sonsonate,5.45
EST055637,Estudiante 55637,Ingeniería Industrial,San Salvador,6.3
EST055638,Estudiante 55638,Arquitectura,Sonsonate,8.01
EST055639,Estudiante 55639,Contaduría,Santa Ana,5.31
EST055640,Estudiante 55640,Ingeniería Industrial,Sonsonate,9.21
EST055641,Estudiante 55641,Administración,Sonsonate,9.41
EST055642,Estudiante 55642,Ingeniería Industrial,Sonsonate,7.41
EST055643,Estudiante 55643,Contaduría,Santa Ana,5.9
EST055644,Estudiante 55644,Arquitectura,San Salvador,5.8
EST055645,Estudiante 55645,Administración,Sonsonate,8.9
EST055646,Estudiante 55646,Contaduría,La Libertad,9.7
EST055647,Estudiante 55647,Ingeniería en Sistemas,La Libertad,5.81
EST055648,Estudiante 55648,Administración,Sonsonate,7.1
EST055649,Estudiante 55649,Ingeniería Industrial,San Salvador,9.2
EST055650,Estudiante 55650,Ingeniería en Sistemas,San Miguel,5.6
EST055651,Estudiante 55651,Ingeniería en Sistemas,San Miguel,9.34
EST055652,Estudiante 55652,Ingeniería en Sistemas,Sonsonate,6.52
EST055653,Estudiante 55653,Administración,San Miguel,5.88
EST055654,Estudiante 55654,Arquitectura,Sonsonate,7.89
EST055655,Estudiante 55655,Administración,San Salvador,8.59
EST055656,Estudiante 55656,Ingeniería en Sistemas,Sonsonate,6.52
EST055657,Estudiante 55657,Contaduría,San Miguel,5.16
EST055658,Estudiante 55658,Ingeniería Industrial,Santa Ana,5.67
EST055659,Estudiante 55659,Administración,San Miguel,6.14
EST055660,Estudiante 55660,Ingeniería en Sistemas,San Miguel,6.83
EST055661,Estudiante 55661,Ingeniería en Sistemas,La Libertad,8.65
EST055662,Estudiante 55662,Ingeniería en Sistemas,San Salvador,5.87
EST055663,Estudiante 55663,Contaduría,Sonsonate,9.75
EST055664,Estudiante 55664,Ingeniería en Sistemas,Sonsonate,8.91
EST055665,Estudiante 55665,Administración,Sonsonate,6.26
EST055666,Estudiante 55666,Ingeniería Industrial,La Libertad,7.26
EST055667,Estudiante 55667,Ingeniería en Sistemas,Sonsonate,5.9
EST055668,Estudiante 55668,Ingeniería Industrial,La Libertad,8.55
EST055669,Estudiante 55669,Ingeniería en Sistemas,San Salvador,8.72
EST055670,Estudiante 55670,Arquitectura,Santa Ana,9.09
EST055671,Estudiante 55671,Contaduría,San Miguel,6.68
EST055672,Estudiante 55672,Ingeniería Industrial,San Salvador,8.43
EST055673,Estudiante 55673,Ingeniería en Sistemas,Sonsonate,8.86
EST055674,Estudiante 55674,Ingeniería Industrial,San Miguel,5.43
EST055675,Estudiante 55675,Contaduría,Sonsonate,9.85
EST055676,Estudiante 55676,Contaduría,Sonsonate,8.43
EST055677,Estudiante 55677,Arquitectura,San Miguel,6.64
EST055678,Estudiante 55678,Arquitectura,La Libertad,9.36
EST055679,Estudiante 55679,Ingeniería Industrial,La Libertad,6.1
EST055680,Estudiante 55680,Contaduría,Sonsonate,9.98
EST055681,Estudiante 55681,Arquitectura,La Libertad,9.59
EST055682,Estudiante 55682,Arquitectura,San Miguel,7.59
EST055683,Estudiante 55683,Contaduría,Sonsonate,7.39
EST055684,Estudiante 55684,Ingeniería Industrial,San Salvador,5.16
EST055685,Estudiante 55685,Arquitectura,San Miguel,8.65
EST055686,Estudiante 55686,Ingeniería en Sistemas,Sonsonate,9.08
EST055687,Estudiante 55687,Arquitectura,San Salvador,5.38
EST055688,Estudiante 55688,Ingeniería Industrial,San Salvador,5.86
EST055689,Estudiante 55689,Contaduría,Santa Ana,9.29
EST055690,Estudiante 55690,Ingeniería Industrial,Sonsonate,6.23
EST055691,Estudiante 55691,Arquitectura,San Miguel,5.84
EST055692,Estudiante 55692,Contaduría,Sonsonate,9.87
EST055693,Estudiante 55693,Administración,San Salvador,9.62
EST055694,Estudiante 55694,Contaduría,San Salvador,5.01
EST055695,Estudiante 55695,Contaduría,Santa Ana,8.88
EST055696,Estudiante 55696,Ingeniería en Sistemas,San Miguel,7.92
EST055697,Estudiante 55697,Arquitectura,San Miguel,5.8
EST055698,Estudiante 55698,Administración,San Miguel,5.58
EST055699,Estudiante 55699,Contaduría,Santa Ana,5.69
EST055700,Estudiante 55700,Ingeniería en Sistemas,Santa Ana,6.48
EST055701,Estudiante 55701,Ingeniería Industrial,San Miguel,5.68
EST055702,Estudiante 55702,Ingeniería Industrial,San Miguel,7.88
EST055703,Estudiante 55703,Administración,San Salvador,8.78
EST055704,Estudiante 55704,Ingeniería en Sistemas,San Miguel,7.65
EST055705,Estudiante 55705,Ingeniería en Sistemas,San Salvador,8.24
EST055706,Estudiante 55706,Arquitectura,San Salvador,6.85
EST055707,Estudiante 55707,Ingeniería Industrial,La Libertad,7.19
EST055708,Estudiante 55708,Administración,La Libertad,6.24
EST055709,Estudiante 55709,Contaduría,Sonsonate,7.61
EST055710,Estudiante 55710,Ingeniería en Sistemas,Sonsonate,5.82
EST055711,Estudiante 55711,Arquitectura,San Salvador,8.76
EST055712,Estudiante 55712,Ingeniería Industrial,Sonsonate,8.07
EST055713,Estudiante 55713,Ingeniería en Sistemas,Santa Ana,5.15
EST055714,Estudiante 55714,Ingeniería en Sistemas,Santa Ana,8.82
EST055715,Estudiante 55715,Arquitectura,La Libertad,8.85
EST055716,Estudiante 55716,Ingeniería Industrial,Sonsonate,7.51
EST055717,Estudiante 55717,Ingeniería Industrial,San Salvador,7.59
EST055718,Estudiante 55718,Ingeniería en Sistemas,Santa Ana,5.77
EST055719,Estudiante 55719,Administración,Santa Ana,7.06
EST055720,Estudiante 55720,Arquitectura,San Salvador,9.19
EST055721,Estudiante 55721,Ingeniería en Sistemas,Sonsonate,9.56
EST055722,Estudiante 55722,Contaduría,Santa Ana,7.0
EST055723,Estudiante 55723,Ingeniería en Sistemas,San Salvador,6.79
EST055724,Estudiante 55724,Administración,La Libertad,8.04
EST055725,Estudiante 55725,Ingeniería en Sistemas,Sonsonate,7.52
EST055726,Estudiante 55726,Administración,San Miguel,5.84
EST055727,Estudiante 55727,Ingeniería Industrial,La Libertad,5.74
EST055728,Estudiante 55728,Ingeniería en Sistemas,La Libertad,8.24
EST055729,Estudiante 55729,Ingeniería Industrial,San Miguel,6.94
EST055730,Estudiante 55730,Ingeniería en Sistemas,Sonsonate,10.0
EST055731,Estudiante 55731,Ingeniería en Sistemas,Santa Ana,5.56
EST055732,Estudiante 55732,Administración,La Libertad,6.71
EST055733,Estudiante 55733,Ingeniería en Sistemas,La Libertad,9.07
EST055734,Estudiante 55734,Contaduría,Santa Ana,7.88
EST055735,Estudiante 55735,Arquitectura,Santa Ana,7.79
EST055736,Estudiante 55736,Ingeniería Industrial,San Salvador,5.48
EST055737,Estudiante 55737,Administración,Santa Ana,9.54
EST055738,Estudiante 55738,Arquitectura,San Salvador,9.13
EST055739,Estudiante 55739,Arquitectura,San Salvador,7.92
EST055740,Estudiante 55740,Arquitectura,San Miguel,6.45
EST055741,Estudiante 55741,Arquitectura,Santa Ana,5.45
EST055742,Estudiante 55742,Arquitectura,La Libertad,6.58
EST055743,Estudiante 55743,Ingeniería Industrial,Sonsonate,8.11
EST055744,Estudiante 55744,Ingeniería Industrial,San Miguel,9.94
EST055745,Estudiante 55745,Ingeniería Industrial,Sonsonate,6.33
EST055746,Estudiante 55746,Administración,San Miguel,8.9
EST055747,Estudiante 55747,Ingeniería Industrial,San Miguel,5.73
EST055748,Estudiante 55748,Arquitectura,Sonsonate,7.4
EST055749,Estudiante 55749,Administración,San Salvador,6.66
EST055750,Estudiante 55750,Administración,San Miguel,6.63
EST055751,Estudiante 55751,Administración,Santa Ana,8.1
EST055752,Estudiante 55752,Arquitectura,Santa Ana,8.69
EST055753,Estudiante 55753,Arquitectura,Sonsonate,7.94
EST055754,Estudiante 55754,Ingeniería en Sistemas,San Miguel,7.54
EST055755,Estudiante 55755,Ingeniería en Sistemas,La Libertad,7.55
EST055756,Estudiante 55756,Ingeniería Industrial,San Salvador,6.94
EST055757,Estudiante 55757,Ingeniería Industrial,San Miguel,8.24
EST055758,Estudiante 55758,Ingeniería Industrial,La Libertad,5.5
EST055759,Estudiante 55759,Ingeniería en Sistemas,Sonsonate,7.49
EST055760,Estudiante 55760,Ingeniería en Sistemas,La Libertad,9.19
EST055761,Estudiante 55761,Contaduría,La Libertad,9.52
EST055762,Estudiante 55762,Contaduría,Santa Ana,8.92
EST055763,Estudiante 55763,Ingeniería Industrial,Santa Ana,7.31
EST055764,Estudiante 55764,Administración,La Libertad,7.52
EST055765,Estudiante 55765,Contaduría,Santa Ana,9.31
EST055766,Estudiante 55766,Contaduría,Santa Ana,9.98
EST055767,Estudiante 55767,Administración,Sonsonate,7.07
EST055768,Estudiante 55768,Arquitectura,La Libertad,8.34
EST055769,Estudiante 55769,Ingeniería en Sistemas,San Miguel,9.62
EST055770,Estudiante 55770,Administración,Santa Ana,8.26
EST055771,Estudiante 55771,Ingeniería Industrial,San Miguel,5.79
EST055772,Estudiante 55772,Ingeniería en Sistemas,San Salvador,8.79
EST055773,Estudiante 55773,Administración,Santa Ana,9.62
EST055774,Estudiante 55774,Administración,Sonsonate,6.04
EST055775,Estudiante 55775,Administración,San Miguel,9.14
EST055776,Estudiante 55776,Contaduría,San Miguel,6.1
